MAP 474.360998 6 0x53300000 0xffffb660800f7000 0x800 0x0 0
R 4 474.416091 6 0x533000f0 0x1a7a754c 0x0 0
R 4 474.416098 6 0x533000f0 0x1a7a7603 0x0 0
R 4 474.416101 6 0x533000f0 0x1a7a764b 0x0 0
R 4 474.416104 6 0x533000f0 0x1a7a7694 0x0 0
W 4 474.416106 6 0x5330000c 0xffc0 0x0 0
W 4 474.416107 6 0x53300010 0x3f 0x0 0
W 4 474.416108 6 0x53300014 0x0 0x0 0
R 4 474.416111 6 0x53300014 0x80000000 0x0 0
R 4 474.416114 6 0x5330000c 0x3f 0x0 0
R 4 474.416117 6 0x533000f0 0x1a7a77cb 0x0 0
R 4 474.416124 6 0x533000f0 0x1a7a7880 0x0 0
R 4 474.416127 6 0x533000f0 0x1a7a78ca 0x0 0
R 4 474.416130 6 0x533000f0 0x1a7a7912 0x0 0
W 8 474.443643 5 0x50540000 0x0 0x0 0
W 8 474.443649 5 0x50540008 0x0 0x0 0
W 8 474.443650 5 0x50540010 0x0 0x0 0
W 8 474.443651 5 0x50540018 0x0 0x0 0
W 8 474.443652 5 0x50540020 0x0 0x0 0
W 8 474.443654 5 0x50540028 0x0 0x0 0
W 8 474.443655 5 0x50540030 0x0 0x0 0
W 8 474.443656 5 0x50540038 0x0 0x0 0
W 8 474.443657 5 0x50540040 0x0 0x0 0
W 8 474.443659 5 0x50540048 0x0 0x0 0
W 8 474.443660 5 0x50540050 0x0 0x0 0
W 8 474.443661 5 0x50540058 0x0 0x0 0
W 8 474.443662 5 0x50540060 0x0 0x0 0
W 8 474.443663 5 0x50540068 0x0 0x0 0
W 8 474.443664 5 0x50540070 0x0 0x0 0
W 8 474.443665 5 0x50540078 0x0 0x0 0
W 8 474.443666 5 0x50540080 0x0 0x0 0
W 8 474.443667 5 0x50540088 0x0 0x0 0
W 8 474.443669 5 0x50540090 0x0 0x0 0
W 8 474.443670 5 0x50540098 0x0 0x0 0
W 8 474.443671 5 0x505400a0 0x0 0x0 0
W 8 474.443672 5 0x505400a8 0x0 0x0 0
W 8 474.443673 5 0x505400b0 0x0 0x0 0
W 8 474.443674 5 0x505400b8 0x0 0x0 0
W 8 474.443675 5 0x505400c0 0x0 0x0 0
W 8 474.443676 5 0x505400c8 0x0 0x0 0
W 8 474.443677 5 0x505400d0 0x0 0x0 0
W 8 474.443678 5 0x505400d8 0x0 0x0 0
W 8 474.443679 5 0x505400e0 0x0 0x0 0
W 8 474.443681 5 0x505400e8 0x0 0x0 0
W 8 474.443682 5 0x505400f0 0x0 0x0 0
W 8 474.443683 5 0x505400f8 0x0 0x0 0
W 8 474.443684 5 0x50540100 0x0 0x0 0
W 8 474.443685 5 0x50540108 0x0 0x0 0
W 8 474.443686 5 0x50540110 0x0 0x0 0
W 8 474.443687 5 0x50540118 0x0 0x0 0
W 8 474.443689 5 0x50540120 0x0 0x0 0
W 8 474.443690 5 0x50540128 0x0 0x0 0
W 8 474.443691 5 0x50540130 0x0 0x0 0
W 8 474.443692 5 0x50540138 0x0 0x0 0
W 8 474.443693 5 0x50540140 0x0 0x0 0
W 8 474.443694 5 0x50540148 0x0 0x0 0
W 8 474.443695 5 0x50540150 0x0 0x0 0
W 8 474.443696 5 0x50540158 0x0 0x0 0
W 8 474.443697 5 0x50540160 0x0 0x0 0
W 8 474.443698 5 0x50540168 0x0 0x0 0
W 8 474.443699 5 0x50540170 0x0 0x0 0
W 8 474.443701 5 0x50540178 0x0 0x0 0
W 8 474.443702 5 0x50540180 0x0 0x0 0
W 8 474.443703 5 0x50540188 0x0 0x0 0
W 8 474.443704 5 0x50540190 0x0 0x0 0
W 8 474.443705 5 0x50540198 0x0 0x0 0
W 8 474.443706 5 0x505401a0 0x0 0x0 0
W 8 474.443707 5 0x505401a8 0x0 0x0 0
W 8 474.443708 5 0x505401b0 0x0 0x0 0
W 8 474.443709 5 0x505401b8 0x0 0x0 0
W 8 474.443710 5 0x505401c0 0x0 0x0 0
W 8 474.443711 5 0x505401c8 0x0 0x0 0
W 8 474.443712 5 0x505401d0 0x0 0x0 0
W 8 474.443714 5 0x505401d8 0x0 0x0 0
W 8 474.443715 5 0x505401e0 0x0 0x0 0
W 8 474.443716 5 0x505401e8 0x0 0x0 0
W 8 474.443717 5 0x505401f0 0x0 0x0 0
W 8 474.443718 5 0x505401f8 0x0 0x0 0
W 8 474.443719 5 0x50540200 0x0 0x0 0
W 8 474.443720 5 0x50540208 0x0 0x0 0
W 8 474.443721 5 0x50540210 0x0 0x0 0
W 8 474.443722 5 0x50540218 0x0 0x0 0
W 8 474.443723 5 0x50540220 0x0 0x0 0
W 8 474.443724 5 0x50540228 0x0 0x0 0
W 8 474.443725 5 0x50540230 0x0 0x0 0
W 8 474.443727 5 0x50540238 0x0 0x0 0
W 8 474.443728 5 0x50540240 0x0 0x0 0
W 8 474.443729 5 0x50540248 0x0 0x0 0
W 8 474.443730 5 0x50540250 0x0 0x0 0
W 8 474.443731 5 0x50540258 0x0 0x0 0
W 8 474.443732 5 0x50540260 0x0 0x0 0
W 8 474.443734 5 0x50540268 0x0 0x0 0
W 8 474.443735 5 0x50540270 0x0 0x0 0
W 8 474.443736 5 0x50540278 0x0 0x0 0
W 8 474.443737 5 0x50540280 0x0 0x0 0
W 8 474.443738 5 0x50540288 0x0 0x0 0
W 8 474.443739 5 0x50540290 0x0 0x0 0
W 8 474.443740 5 0x50540298 0x0 0x0 0
W 8 474.443741 5 0x505402a0 0x0 0x0 0
W 8 474.443743 5 0x505402a8 0x0 0x0 0
W 8 474.443744 5 0x505402b0 0x0 0x0 0
W 8 474.443745 5 0x505402b8 0x0 0x0 0
W 8 474.443746 5 0x505402c0 0x0 0x0 0
W 8 474.443747 5 0x505402c8 0x0 0x0 0
W 8 474.443748 5 0x505402d0 0x0 0x0 0
W 8 474.443749 5 0x505402d8 0x0 0x0 0
W 8 474.443750 5 0x505402e0 0x0 0x0 0
W 8 474.443751 5 0x505402e8 0x0 0x0 0
W 8 474.443752 5 0x505402f0 0x0 0x0 0
W 8 474.443753 5 0x505402f8 0x0 0x0 0
W 8 474.443755 5 0x50540300 0x0 0x0 0
W 8 474.443756 5 0x50540308 0x0 0x0 0
W 8 474.443757 5 0x50540310 0x0 0x0 0
W 8 474.443758 5 0x50540318 0x0 0x0 0
W 8 474.443759 5 0x50540320 0x0 0x0 0
W 8 474.443760 5 0x50540328 0x0 0x0 0
W 8 474.443761 5 0x50540330 0x0 0x0 0
W 8 474.443762 5 0x50540338 0x0 0x0 0
W 8 474.443763 5 0x50540340 0x0 0x0 0
W 8 474.443765 5 0x50540348 0x0 0x0 0
W 8 474.443766 5 0x50540350 0x0 0x0 0
W 8 474.443767 5 0x50540358 0x0 0x0 0
W 8 474.443768 5 0x50540360 0x0 0x0 0
W 8 474.443769 5 0x50540368 0x0 0x0 0
W 8 474.443770 5 0x50540370 0x0 0x0 0
W 8 474.443771 5 0x50540378 0x0 0x0 0
W 8 474.443772 5 0x50540380 0x0 0x0 0
W 8 474.443773 5 0x50540388 0x0 0x0 0
W 8 474.443775 5 0x50540390 0x0 0x0 0
W 8 474.443776 5 0x50540398 0x0 0x0 0
W 8 474.443777 5 0x505403a0 0x0 0x0 0
W 8 474.443778 5 0x505403a8 0x0 0x0 0
W 8 474.443779 5 0x505403b0 0x0 0x0 0
W 8 474.443780 5 0x505403b8 0x0 0x0 0
W 8 474.443781 5 0x505403c0 0x0 0x0 0
W 8 474.443782 5 0x505403c8 0x0 0x0 0
W 8 474.443783 5 0x505403d0 0x0 0x0 0
W 8 474.443784 5 0x505403d8 0x0 0x0 0
W 8 474.443785 5 0x505403e0 0x0 0x0 0
W 8 474.443787 5 0x505403e8 0x0 0x0 0
W 8 474.443788 5 0x505403f0 0x0 0x0 0
W 8 474.443789 5 0x505403f8 0x0 0x0 0
W 8 474.443790 5 0x50540400 0x0 0x0 0
W 8 474.443791 5 0x50540408 0x0 0x0 0
W 8 474.443792 5 0x50540410 0x0 0x0 0
W 8 474.443793 5 0x50540418 0x0 0x0 0
W 8 474.443794 5 0x50540420 0x0 0x0 0
W 8 474.443796 5 0x50540428 0x0 0x0 0
W 8 474.443797 5 0x50540430 0x0 0x0 0
W 8 474.443798 5 0x50540438 0x0 0x0 0
W 8 474.443799 5 0x50540440 0x0 0x0 0
W 8 474.443800 5 0x50540448 0x0 0x0 0
W 8 474.443801 5 0x50540450 0x0 0x0 0
W 8 474.443802 5 0x50540458 0x0 0x0 0
W 8 474.443803 5 0x50540460 0x0 0x0 0
W 8 474.443805 5 0x50540468 0x0 0x0 0
W 8 474.443806 5 0x50540470 0x0 0x0 0
W 8 474.443807 5 0x50540478 0x0 0x0 0
W 8 474.443808 5 0x50540480 0x0 0x0 0
W 8 474.443809 5 0x50540488 0x0 0x0 0
W 8 474.443810 5 0x50540490 0x0 0x0 0
W 8 474.443811 5 0x50540498 0x0 0x0 0
W 8 474.443812 5 0x505404a0 0x0 0x0 0
W 8 474.443813 5 0x505404a8 0x0 0x0 0
W 8 474.443814 5 0x505404b0 0x0 0x0 0
W 8 474.443815 5 0x505404b8 0x0 0x0 0
W 8 474.443816 5 0x505404c0 0x0 0x0 0
W 8 474.443818 5 0x505404c8 0x0 0x0 0
W 8 474.443819 5 0x505404d0 0x0 0x0 0
W 8 474.443820 5 0x505404d8 0x0 0x0 0
W 8 474.443821 5 0x505404e0 0x0 0x0 0
W 8 474.443822 5 0x505404e8 0x0 0x0 0
W 8 474.443823 5 0x505404f0 0x0 0x0 0
W 8 474.443824 5 0x505404f8 0x0 0x0 0
W 8 474.443825 5 0x50540500 0x0 0x0 0
W 8 474.443826 5 0x50540508 0x0 0x0 0
W 8 474.443827 5 0x50540510 0x0 0x0 0
W 8 474.443828 5 0x50540518 0x0 0x0 0
W 8 474.443829 5 0x50540520 0x0 0x0 0
W 8 474.443831 5 0x50540528 0x0 0x0 0
W 8 474.443832 5 0x50540530 0x0 0x0 0
W 8 474.443833 5 0x50540538 0x0 0x0 0
W 8 474.443834 5 0x50540540 0x0 0x0 0
W 8 474.443835 5 0x50540548 0x0 0x0 0
W 8 474.443836 5 0x50540550 0x0 0x0 0
W 8 474.443837 5 0x50540558 0x0 0x0 0
W 8 474.443838 5 0x50540560 0x0 0x0 0
W 8 474.443839 5 0x50540568 0x0 0x0 0
W 8 474.443841 5 0x50540570 0x0 0x0 0
W 8 474.443842 5 0x50540578 0x0 0x0 0
W 8 474.443843 5 0x50540580 0x0 0x0 0
W 8 474.443844 5 0x50540588 0x0 0x0 0
W 8 474.443845 5 0x50540590 0x0 0x0 0
W 8 474.443846 5 0x50540598 0x0 0x0 0
W 8 474.443847 5 0x505405a0 0x0 0x0 0
W 8 474.443848 5 0x505405a8 0x0 0x0 0
W 8 474.443849 5 0x505405b0 0x0 0x0 0
W 8 474.443851 5 0x505405b8 0x0 0x0 0
W 8 474.443852 5 0x505405c0 0x0 0x0 0
W 8 474.443853 5 0x505405c8 0x0 0x0 0
W 8 474.443854 5 0x505405d0 0x0 0x0 0
W 8 474.443855 5 0x505405d8 0x0 0x0 0
W 8 474.443856 5 0x505405e0 0x0 0x0 0
W 8 474.443857 5 0x505405e8 0x0 0x0 0
W 8 474.443858 5 0x505405f0 0x0 0x0 0
W 8 474.443859 5 0x505405f8 0x0 0x0 0
W 8 474.443860 5 0x50540600 0x0 0x0 0
W 8 474.443861 5 0x50540608 0x0 0x0 0
W 8 474.443863 5 0x50540610 0x0 0x0 0
W 8 474.443864 5 0x50540618 0x0 0x0 0
W 8 474.443865 5 0x50540620 0x0 0x0 0
W 8 474.443866 5 0x50540628 0x0 0x0 0
W 8 474.443867 5 0x50540630 0x0 0x0 0
W 8 474.443868 5 0x50540638 0x0 0x0 0
W 8 474.443869 5 0x50540640 0x0 0x0 0
W 8 474.443870 5 0x50540648 0x0 0x0 0
W 8 474.443871 5 0x50540650 0x0 0x0 0
W 8 474.443872 5 0x50540658 0x0 0x0 0
W 8 474.443876 5 0x50540660 0x0 0x0 0
W 8 474.443877 5 0x50540668 0x0 0x0 0
W 8 474.443878 5 0x50540670 0x0 0x0 0
W 8 474.443879 5 0x50540678 0x0 0x0 0
W 8 474.443880 5 0x50540680 0x0 0x0 0
W 8 474.443881 5 0x50540688 0x0 0x0 0
W 8 474.443882 5 0x50540690 0x0 0x0 0
W 8 474.443884 5 0x50540698 0x0 0x0 0
W 8 474.443885 5 0x505406a0 0x0 0x0 0
W 8 474.443886 5 0x505406a8 0x0 0x0 0
W 8 474.443887 5 0x505406b0 0x0 0x0 0
W 8 474.443888 5 0x505406b8 0x0 0x0 0
W 8 474.443889 5 0x505406c0 0x0 0x0 0
W 8 474.443890 5 0x505406c8 0x0 0x0 0
W 8 474.443891 5 0x505406d0 0x0 0x0 0
W 8 474.443892 5 0x505406d8 0x0 0x0 0
W 8 474.443893 5 0x505406e0 0x0 0x0 0
W 8 474.443894 5 0x505406e8 0x0 0x0 0
W 8 474.443895 5 0x505406f0 0x0 0x0 0
W 8 474.443897 5 0x505406f8 0x0 0x0 0
W 8 474.443898 5 0x50540700 0x0 0x0 0
W 8 474.443899 5 0x50540708 0x0 0x0 0
W 8 474.443900 5 0x50540710 0x0 0x0 0
W 8 474.443901 5 0x50540718 0x0 0x0 0
W 8 474.443902 5 0x50540720 0x0 0x0 0
W 8 474.443903 5 0x50540728 0x0 0x0 0
W 8 474.443904 5 0x50540730 0x0 0x0 0
W 8 474.443905 5 0x50540738 0x0 0x0 0
W 8 474.443906 5 0x50540740 0x0 0x0 0
W 8 474.443907 5 0x50540748 0x0 0x0 0
W 8 474.443908 5 0x50540750 0x0 0x0 0
W 8 474.443910 5 0x50540758 0x0 0x0 0
W 8 474.443911 5 0x50540760 0x0 0x0 0
W 8 474.443912 5 0x50540768 0x0 0x0 0
W 8 474.443913 5 0x50540770 0x0 0x0 0
W 8 474.443914 5 0x50540778 0x0 0x0 0
W 8 474.443915 5 0x50540780 0x0 0x0 0
W 8 474.443916 5 0x50540788 0x0 0x0 0
W 8 474.443917 5 0x50540790 0x0 0x0 0
W 8 474.443918 5 0x50540798 0x0 0x0 0
W 8 474.443919 5 0x505407a0 0x0 0x0 0
W 8 474.443920 5 0x505407a8 0x0 0x0 0
W 8 474.443921 5 0x505407b0 0x0 0x0 0
W 8 474.443923 5 0x505407b8 0x0 0x0 0
W 8 474.443924 5 0x505407c0 0x0 0x0 0
W 8 474.443925 5 0x505407c8 0x0 0x0 0
W 8 474.443926 5 0x505407d0 0x0 0x0 0
W 8 474.443927 5 0x505407d8 0x0 0x0 0
W 8 474.443928 5 0x505407e0 0x0 0x0 0
W 8 474.443929 5 0x505407e8 0x0 0x0 0
W 8 474.443930 5 0x505407f0 0x0 0x0 0
W 8 474.443931 5 0x505407f8 0x0 0x0 0
W 8 474.443932 5 0x50540800 0x0 0x0 0
W 8 474.443933 5 0x50540808 0x0 0x0 0
W 8 474.443935 5 0x50540810 0x0 0x0 0
W 8 474.443936 5 0x50540818 0x0 0x0 0
W 8 474.443937 5 0x50540820 0x0 0x0 0
W 8 474.443938 5 0x50540828 0x0 0x0 0
W 8 474.443939 5 0x50540830 0x0 0x0 0
W 8 474.443940 5 0x50540838 0x0 0x0 0
W 8 474.443941 5 0x50540840 0x0 0x0 0
W 8 474.443942 5 0x50540848 0x0 0x0 0
W 8 474.443943 5 0x50540850 0x0 0x0 0
W 8 474.443944 5 0x50540858 0x0 0x0 0
W 8 474.443946 5 0x50540860 0x0 0x0 0
W 8 474.443947 5 0x50540868 0x0 0x0 0
W 8 474.443948 5 0x50540870 0x0 0x0 0
W 8 474.443949 5 0x50540878 0x0 0x0 0
W 8 474.443950 5 0x50540880 0x0 0x0 0
W 8 474.443951 5 0x50540888 0x0 0x0 0
W 8 474.443952 5 0x50540890 0x0 0x0 0
W 8 474.443953 5 0x50540898 0x0 0x0 0
W 8 474.443954 5 0x505408a0 0x0 0x0 0
W 8 474.443955 5 0x505408a8 0x0 0x0 0
W 8 474.443956 5 0x505408b0 0x0 0x0 0
W 8 474.443957 5 0x505408b8 0x0 0x0 0
W 8 474.443959 5 0x505408c0 0x0 0x0 0
W 8 474.443960 5 0x505408c8 0x0 0x0 0
W 8 474.443961 5 0x505408d0 0x0 0x0 0
W 8 474.443962 5 0x505408d8 0x0 0x0 0
W 8 474.443963 5 0x505408e0 0x0 0x0 0
W 8 474.443964 5 0x505408e8 0x0 0x0 0
W 8 474.443965 5 0x505408f0 0x0 0x0 0
W 8 474.443966 5 0x505408f8 0x0 0x0 0
W 8 474.443967 5 0x50540900 0x0 0x0 0
W 8 474.443968 5 0x50540908 0x0 0x0 0
W 8 474.443969 5 0x50540910 0x0 0x0 0
W 8 474.443970 5 0x50540918 0x0 0x0 0
W 8 474.443972 5 0x50540920 0x0 0x0 0
W 8 474.443973 5 0x50540928 0x0 0x0 0
W 8 474.443974 5 0x50540930 0x0 0x0 0
W 8 474.443975 5 0x50540938 0x0 0x0 0
W 8 474.443976 5 0x50540940 0x0 0x0 0
W 8 474.443977 5 0x50540948 0x0 0x0 0
W 8 474.443978 5 0x50540950 0x0 0x0 0
W 8 474.443979 5 0x50540958 0x0 0x0 0
W 8 474.443980 5 0x50540960 0x0 0x0 0
W 8 474.443981 5 0x50540968 0x0 0x0 0
W 8 474.443982 5 0x50540970 0x0 0x0 0
W 8 474.443983 5 0x50540978 0x0 0x0 0
W 8 474.443985 5 0x50540980 0x0 0x0 0
W 8 474.443986 5 0x50540988 0x0 0x0 0
W 8 474.443987 5 0x50540990 0x0 0x0 0
W 8 474.443988 5 0x50540998 0x0 0x0 0
W 8 474.443989 5 0x505409a0 0x0 0x0 0
W 8 474.443990 5 0x505409a8 0x0 0x0 0
W 8 474.443991 5 0x505409b0 0x0 0x0 0
W 8 474.443992 5 0x505409b8 0x0 0x0 0
W 8 474.443993 5 0x505409c0 0x0 0x0 0
W 8 474.443994 5 0x505409c8 0x0 0x0 0
W 8 474.443995 5 0x505409d0 0x0 0x0 0
W 8 474.443996 5 0x505409d8 0x0 0x0 0
W 8 474.443998 5 0x505409e0 0x0 0x0 0
W 8 474.443999 5 0x505409e8 0x0 0x0 0
W 8 474.444000 5 0x505409f0 0x0 0x0 0
W 8 474.444001 5 0x505409f8 0x0 0x0 0
W 8 474.444002 5 0x50540a00 0x0 0x0 0
W 8 474.444003 5 0x50540a08 0x0 0x0 0
W 8 474.444004 5 0x50540a10 0x0 0x0 0
W 8 474.444005 5 0x50540a18 0x0 0x0 0
W 8 474.444006 5 0x50540a20 0x0 0x0 0
W 8 474.444007 5 0x50540a28 0x0 0x0 0
W 8 474.444008 5 0x50540a30 0x0 0x0 0
W 8 474.444009 5 0x50540a38 0x0 0x0 0
W 8 474.444011 5 0x50540a40 0x0 0x0 0
W 8 474.444012 5 0x50540a48 0x0 0x0 0
W 8 474.444013 5 0x50540a50 0x0 0x0 0
W 8 474.444014 5 0x50540a58 0x0 0x0 0
W 8 474.444015 5 0x50540a60 0x0 0x0 0
W 8 474.444016 5 0x50540a68 0x0 0x0 0
W 8 474.444017 5 0x50540a70 0x0 0x0 0
W 8 474.444018 5 0x50540a78 0x0 0x0 0
W 8 474.444019 5 0x50540a80 0x0 0x0 0
W 8 474.444020 5 0x50540a88 0x0 0x0 0
W 8 474.444021 5 0x50540a90 0x0 0x0 0
W 8 474.444022 5 0x50540a98 0x0 0x0 0
W 8 474.444024 5 0x50540aa0 0x0 0x0 0
W 8 474.444025 5 0x50540aa8 0x0 0x0 0
W 8 474.444026 5 0x50540ab0 0x0 0x0 0
W 8 474.444027 5 0x50540ab8 0x0 0x0 0
W 8 474.444028 5 0x50540ac0 0x0 0x0 0
W 8 474.444029 5 0x50540ac8 0x0 0x0 0
W 8 474.444030 5 0x50540ad0 0x0 0x0 0
W 8 474.444031 5 0x50540ad8 0x0 0x0 0
W 8 474.444032 5 0x50540ae0 0x0 0x0 0
W 8 474.444033 5 0x50540ae8 0x0 0x0 0
W 8 474.444034 5 0x50540af0 0x0 0x0 0
W 8 474.444036 5 0x50540af8 0x0 0x0 0
W 8 474.444037 5 0x50540b00 0x0 0x0 0
W 8 474.444038 5 0x50540b08 0x0 0x0 0
W 8 474.444039 5 0x50540b10 0x0 0x0 0
W 8 474.444040 5 0x50540b18 0x0 0x0 0
W 8 474.444041 5 0x50540b20 0x0 0x0 0
W 8 474.444042 5 0x50540b28 0x0 0x0 0
W 8 474.444043 5 0x50540b30 0x0 0x0 0
W 8 474.444044 5 0x50540b38 0x0 0x0 0
W 8 474.444045 5 0x50540b40 0x0 0x0 0
W 8 474.444046 5 0x50540b48 0x0 0x0 0
W 8 474.444048 5 0x50540b50 0x0 0x0 0
W 8 474.444049 5 0x50540b58 0x0 0x0 0
W 8 474.444050 5 0x50540b60 0x0 0x0 0
W 8 474.444051 5 0x50540b68 0x0 0x0 0
W 8 474.444052 5 0x50540b70 0x0 0x0 0
W 8 474.444053 5 0x50540b78 0x0 0x0 0
W 8 474.444054 5 0x50540b80 0x0 0x0 0
W 8 474.444055 5 0x50540b88 0x0 0x0 0
W 8 474.444056 5 0x50540b90 0x0 0x0 0
W 8 474.444057 5 0x50540b98 0x0 0x0 0
W 8 474.444058 5 0x50540ba0 0x0 0x0 0
W 8 474.444059 5 0x50540ba8 0x0 0x0 0
W 8 474.444061 5 0x50540bb0 0x0 0x0 0
W 8 474.444062 5 0x50540bb8 0x0 0x0 0
W 8 474.444063 5 0x50540bc0 0x0 0x0 0
W 8 474.444064 5 0x50540bc8 0x0 0x0 0
W 8 474.444065 5 0x50540bd0 0x0 0x0 0
W 8 474.444066 5 0x50540bd8 0x0 0x0 0
W 8 474.444067 5 0x50540be0 0x0 0x0 0
W 8 474.444068 5 0x50540be8 0x0 0x0 0
W 8 474.444069 5 0x50540bf0 0x0 0x0 0
W 8 474.444070 5 0x50540bf8 0x0 0x0 0
W 8 474.444071 5 0x50540c00 0x0 0x0 0
W 8 474.444072 5 0x50540c08 0x0 0x0 0
W 8 474.444074 5 0x50540c10 0x0 0x0 0
W 8 474.444075 5 0x50540c18 0x0 0x0 0
W 8 474.444076 5 0x50540c20 0x0 0x0 0
W 8 474.444077 5 0x50540c28 0x0 0x0 0
W 8 474.444078 5 0x50540c30 0x0 0x0 0
W 8 474.444079 5 0x50540c38 0x0 0x0 0
W 8 474.444080 5 0x50540c40 0x0 0x0 0
W 8 474.444081 5 0x50540c48 0x0 0x0 0
W 8 474.444082 5 0x50540c50 0x0 0x0 0
W 8 474.444083 5 0x50540c58 0x0 0x0 0
W 8 474.444084 5 0x50540c60 0x0 0x0 0
